,Species,A6
1492,Drosophila_waddingtoni_252922,2
1493,Drosophila_busckii_30019,2
1494,Drosophila_fraburu_30027,1
1495,Drosophila_iri_30032,1
1496,Drosophila_punctatonervosa_504592,1
1497,Drosophila_canalinea_141216,1
1498,Drosophila_cardini_133981,1
1499,Drosophila_dunni_133979,1
1500,Drosophila_camargoi_30020,1
1501,Drosophila_incompta_306035,1
1502,Drosophila_funebris_7221,1
1503,Drosophila_griseolineata_189257,1
1504,Drosophila_ornatifrons_30031,1
1505,Drosophila_guttifera_66368,2
1506,Drosophila_hypocausta_157293,1
1507,Drosophila_neohypocausta_157057,2
1508,Drosophila_pararubida_504588,2
1509,Drosophila_rubida_30044,1
1510,Drosophila_formosana_157056,1
1511,Drosophila_immigrans_7250,1
1512,Drosophila_signata_504593,1
1513,Drosophila_albomicans_7291,2
1514,Drosophila_kepulauana_88882,2
1515,Drosophila_kohkoa_88883,1
1516,Drosophila_nasuta_42062,2
1517,Drosophila_neonasuta_154130,1
1518,Drosophila_pulaua_88885,1
1519,Drosophila_sulfurigaster_88886,3
1520,Drosophila_macroptera_188284,1
1521,Drosophila_melanica_7252,2
1522,Drosophila_micromelanica_189258,1
1523,Drosophila_paramelanica_311477,1
1524,Drosophila_pavani_306031,1
1525,Drosophila_acanthoptera_51166,1
1526,Drosophila_nannoptera_103845,1
1527,Drosophila_nigrosparsa_1386345,1
1528,Drosophila_pallidipennis_30040,1
1529,Drosophila_polychaeta_30041,1
1530,Drosophila_quinaria_95624,2
1531,Drosophila_hydei_7224,3
1532,Drosophila_mercatorum_7253,3
1533,Drosophila_antonietae_198036,1
1534,Drosophila_borborema_95451,1
1535,Drosophila_buzzatii_7264,2
1536,Drosophila_koepferae_41375,2
1537,Drosophila_seriema_271509,1
1538,Drosophila_mojavensis_7230,4
1539,Drosophila_navojoa_7232,3
1540,Drosophila_robusta_7257,2
1541,Drosophila_mediopictoides_30037,1
1542,Drosophila_mediostriata_7269,1
1543,Drosophila_mediopunctata_161732,1
1544,Drosophila_roehrae_463108,1
1545,Drosophila_unipunctata_133997,2
1546,Drosophila_mediodiffusa_129248,1
1547,Drosophila_americana_40366,4
1548,Drosophila_borealis_40368,5
1549,Drosophila_canadiana_139975,1
1550,Drosophila_ezoana_47313,2
1551,Drosophila_flavomontana_40367,1
1552,Drosophila_kanekoi_50033,3
1553,Drosophila_lacicola_40369,4
1554,Drosophila_littoralis_47316,4
1555,Drosophila_lummei_40371,4
1556,Drosophila_montana_40370,10
1557,Drosophila_novamexicana_47314,2
1558,Drosophila_virilis_7244,4
1559,Drosophila_ananassae_7217,1
1560,Drosophila_pandora_1867034,1
1561,Drosophila_parapallidosa_630223,1
1562,Drosophila_bipectinata_42026,1
1563,Drosophila_malerkotliana_30036,3
1564,Drosophila_anomalata_2080301,1
1565,Drosophila_eugracilis_29029,1
1566,Drosophila_ficusphila_30025,1
1567,Drosophila_erecta_7220,1
1568,Drosophila_mauritiana_7226,7
1569,Drosophila_melanogaster_7227,50
1570,Drosophila_santomea_129105,4
1571,Drosophila_sechellia_7238,2
1572,Drosophila_simulans_7240,19
1573,Drosophila_teissieri_7243,1
1574,Drosophila_yakuba_7245,8
1575,Drosophila_serrata_7274,1
1576,Drosophila_auraria_47315,2
1577,Drosophila_baimaii_137353,1
1578,Drosophila_barbarae_137354,1
1579,Drosophila_bocqueti_74549,2
1580,Drosophila_burlai_137355,2
1581,Drosophila_chocolata_2910160,1
1582,Drosophila_curta_2910161,1
1583,Drosophila_jambulina_111875,1
1584,Drosophila_kikkawai_30033,2
1585,Drosophila_lacteicornis_67531,1
1586,Drosophila_leontia_109356,1
1587,Drosophila_malagassya_30035,1
1588,Drosophila_mylenae_2910162,1
1589,Drosophila_punjabiensis_60717,1
1590,Drosophila_rufa_67533,1
1591,Drosophila_seguyi_73917,1
1592,Drosophila_triauraria_67534,1
1593,Drosophila_tsacasi_34677,1
1594,Drosophila_vulcana_132243,1
1595,Drosophila_biarmipes_125945,1
1596,Drosophila_suzukii_28584,1
1597,Drosophila_takahashii_29030,1
1598,Drosophila_affinis_7246,2
1599,Drosophila_algonquin_7247,1
1600,Drosophila_athabasca_7248,1
1601,Drosophila_ambigua_7216,1
1602,Drosophila_bifasciata_7218,3
1603,Drosophila_guanche_7266,2
1604,Drosophila_subobscura_7241,3
1605,Drosophila_lowei_7251,1
1606,Drosophila_miranda_7229,1
1607,Drosophila_persimilis_7234,1
1608,Drosophila_pseudoobscura_7237,3
1609,Drosophila_neocordata_30039,1
1610,Drosophila_austrosaltans_72469,1
1611,Drosophila_capricorni_46840,1
1612,Drosophila_fumipennis_126477,1
1613,Drosophila_nebulosa_7271,1
1614,Drosophila_sucinea_46791,2
1615,Drosophila_equinoxialis_46790,1
1616,Drosophila_paulistorum_46793,1
1617,Drosophila_willistoni_7260,3
1618,Mycodrosophila_dimidiata_504596,1
1619,Samoaia_leonensis_30052,1
1620,Scaptomyza_palmae_106256,2
1621,Scaptomyza_cyrtandrae_504600,1
1622,Scaptomyza_crassifemur_13053,1
1623,Scaptomyza_caliginosa_504599,1
1624,Scaptomyza_undulata_504603,1
1625,Scaptomyza_remota_504730,1
1626,Scaptomyza_elmoi_35655,1
1627,Scaptomyza_frustulifera_504601,1
1628,Scaptomyza_pallida_7300,1
1629,Zaprionus_sepsoides_30056,1
1630,Zaprionus_tuberculatus_7297,1
1631,Zaprionus_indianus_76712,1
1632,Zaprionus_badyi_76077,1
1633,Zygothrica_vittimaculosa_1620301,1
1634,Amiota_leucostoma_504562,1
1635,Phortica_variegata_462259,2
1636,Phortica_picta_188278,1
1637,Leucophenga_albofasciata_504595,1
1638,Paracoenia_fumosa_1888008,1
1639,Scatella_hawaiiensis_504566,1
1640,Scatella_tenuicosta_1473685,1
1641,Hydrellia_maura_2719069,1
1642,Hydrellia_tritici_504561,2
1643,Ilythea_japonica_2830221,1
1644,Paralimna_concors_2818145,1
1645,Celyphus_obtectus_1979295,1
1646,Spaniocelyphus_pilosus_1979293,1
1647,Chamaemyia_juncorum_1979291,1
1648,Cestrotus_liui_1979297,1
1649,Homoneura_interstincta_1824961,1
1650,Marmarodeceia_marmorata_1783254,1
1651,Minettia_flaveola_1262225,1
1652,Pachycerina_decemlineata_1979292,1
1653,Compsobata_cibaria_1262234,1
1654,Melanagromyza_aenea_2719074,1
1655,Melanagromyza_sojae_1838149,1
1656,Cerodontha_fulvipes_2719106,1
1657,Chromatomyia_horticola_239095,1
1658,Liriomyza_bryoniae_127404,1
1659,Liriomyza_chinensis_237616,1
1660,Liriomyza_huidobrensis_127405,1
1661,Liriomyza_sativae_127406,2
1662,Liriomyza_trifolii_198433,2
1663,Phytobia_cambii_2719088,1
1664,Clusiodes_albimanus_576318,1
1665,Fergusonina_taylori_991131,1
1666,Dryomyza_anilis_169445,1
1667,Limnia_unguicornis_1226590,1
1668,Pherbellia_dubia_2719086,1
1669,Renocera_pallida_1096043,1
1670,Sciomyza_simplex_320937,1
1671,Trypetoptera_punctulata_305554,1
1672,Archisepsis_discolor_1411025,1
1673,Nemopoda_mamaevi_1577136,1
1674,Nemopoda_nitidula_292387,1
1675,Sepsis_cynipsea_141453,1
1676,Sepsis_monostigma_517487,1
1677,Sepsis_punctum_517492,1
1678,Themira_lucida_292401,1
1679,Neoleria_inscripta_2259918,1
1680,Suillia_bicolor_2719095,1
1681,Suillia_flava_2719096,1
1682,Suillia_notata_2719097,1
1683,Pseudocollinella_humida_1262325,1
1684,Rachispoda_cryptochaeta_2719089,1
1685,Spelobia_bifrons_1262253,1
1686,Spelobia_clunipes_1888022,1
1687,Piophila_casei_1603417,1
1688,Piophila_megastigmata_1603418,1
1689,Rivellia_syngenesiae_1262250,1
1690,Ceratitis_cosyra_194917,2
1691,Ceratitis_pallidula_1862898,2
1692,Ceratitis_quinaria_474517,1
1693,Ceratitis_capitata_7213,3
1694,Ceratitis_bremii_314371,1
1695,Ceratitis_ditissima_300634,1
1696,Ceratitis_punctata_474533,1
1697,Ceratitis_anonae_314357,4
1698,Ceratitis_fasciventris_220499,5
1699,Ceratitis_querita_314363,1
1700,Ceratitis_quilicii_1862899,6
1701,Ceratitis_rosa_56958,11
1702,Ceratitis_rubivora_314362,1
1703,Neoceratitis_asiatica_2004850,1
1704,Bactrocera_biguttula_758596,1
1705,Bactrocera_arecae_164440,1
1706,Bactrocera_carambolae_69614,5
1707,Bactrocera_dorsalis_27457,8
1708,Bactrocera_melastomatos_240516,1
1709,Bactrocera_thailandica_240519,1
1710,Bactrocera_frauenfeldi_69615,1
1711,Bactrocera_neohumeralis_98809,5
1712,Bactrocera_tryoni_59916,3
1713,Bactrocera_correcta_47773,1
1714,Bactrocera_tuberculata_190553,1
1715,Bactrocera_zonata_137042,1
1716,Bactrocera_albistrigata_164677,1
1717,Bactrocera_latifrons_174628,1
1718,Bactrocera_limbifera_1707535,1
1719,Bactrocera_ritsemai_2065233,1
1720,Bactrocera_rubigina_1082393,1
1721,Bactrocera_ruiliensis_1082394,1
1722,Bactrocera_umbrosa_69618,1
1723,Bactrocera_oleae_104688,13
1724,Bactrocera_minax_104690,1
1725,Bactrocera_tsuneonis_104691,3
1726,Dacus_conopsoides_2586379,1
1727,Dacus_haikouensis_2733845,1
1728,Dacus_longicornis_912007,1
1729,Dacus_trimacula_1082392,2
1730,Dacus_bivittatus_552944,1
1731,Dacus_vijaysegarani_2065244,1
1732,Zeugodacus_proprediaphora_1494751,1
1733,Zeugodacus_mukiae_1987762,1
1734,Zeugodacus_depressus_187318,1
1735,Zeugodacus_cilifer_164688,1
1736,Zeugodacus_strigifinis_1355903,1
1737,Zeugodacus_tau_137263,4
1738,Zeugodacus_caudatus_164682,3
1739,Zeugodacus_cucurbitae_28588,1
1740,Zeugodacus_diaphorus_639385,1
1741,Zeugodacus_scutellaris_320557,1
1742,Zeugodacus_scutellatus_86798,2
1743,Acrotaeniostola_dissimilis_2697346,1
1744,Felderimyia_fuscipennis_330475,1
1745,Procecidochares_utilis_716600,2
1746,Tephritis_femoralis_594077,1
1747,Rhagoletis_cerasi_43399,2
1748,Rhagoletis_cornivora_33395,2
1749,Rhagoletis_mendax_33396,1
1750,Rhagoletis_pomonella_28610,4
1751,Rhagoletis_zephyria_28612,5
1752,Anastrepha_fraterculus_95504,1
1753,Anastrepha_obliqua_95512,1
1754,Anastrepha_suspensa_28587,2
1755,Acidiella_didymera_2894345,1
1756,Acidiella_diversa_2804768,1
1757,Euleia_heraclei_2719061,1
1758,Philophylla_fossata_472890,1
1759,Tetanops_sintenisi_1335501,1
1760,Glossina_brevipalpis_37001,1
1761,Glossina_austeni_7395,1
1762,Glossina_morsitans_7394,1
1763,Melophagus_ovinus_452749,2
1764,Ornithomya_biloba_452742,1
1765,Dipseliopoda_setosa_452738,1
1766,Basilia_ansifera_2886057,1
1767,Nycteribia_parvula_1395098,1
1768,Phthiridium_szechuanum_2982585,1
1769,Paradyschiria_parvula_2572155,1
1770,Paratrichobius_longicrus_402416,1
1771,Anthomyia_illocata_1151013,1
1772,Anthomyia_procellaris_259847,1
1773,Botanophila_fugax_392043,1
1774,Botanophila_rubrifrons_559641,1
1775,Delia_antiqua_265456,1
1776,Delia_platura_81723,2
1777,Delia_radicum_30064,1
1778,Egle_inermis_2339874,1
1779,Fucellia_costalis_2572569,1
1780,Hydrophoria_lancifer_392047,1
1781,Hydrophoria_linogrisea_2719070,1
1782,Hylemya_nigrimana_2795679,1
1783,Hylemya_vagans_559650,1
1784,Hylemya_variata_559651,1
1785,Hylemyza_partita_392049,1
1786,Zaphne_divisa_1692448,1
1787,Pegomya_bicolor_1518458,1
1788,Pegoplata_infirma_559701,1
1789,Fannia_armata_95469,1
1790,Fannia_canicularis_307205,2
1791,Fannia_genualis_2719064,1
1792,Fannia_scalaris_1297059,1
1793,Fannia_sociella_1692378,1
1794,Azelia_cilipes_253978,1
1795,Azelia_zetterstedtii_1816461,1
1796,Drymeia_vicana_2719059,1
1797,Hydrotaea_aenescens_221905,1
1798,Hydrotaea_armipes_1230141,1
1799,Hydrotaea_chalcogaster_1816462,1
1800,Hydrotaea_dentipes_559648,1
1801,Hydrotaea_ignava_1073095,2
1802,Hydrotaea_irritans_559649,1
1803,Hydrotaea_leucostoma_1325560,1
1804,Hydrotaea_spinigera_363758,2
1805,Hydrotaea_unicidentata_2811984,1
1806,Coenosia_mollicula_1291772,1
1807,Coenosia_pumila_1291775,1
1808,Schoenomyza_litorella_1291985,1
1809,Limnophora_tigrina_2719073,1
1810,Lispe_assimilis_1670692,1
1811,Eudasyphora_canadiana_1690329,1
1812,Mesembrina_meridiana_116148,2
1813,Morellia_hortorum_559658,1
1814,Morellia_lopesae_1783244,1
1815,Morellia_simplex_559659,1
1816,Musca_autumnalis_221902,1
1817,Musca_sorbens_411865,2
1818,Musca_domestica_7370,4
1819,Musca_vitripennis_305605,1
1820,Neomyia_cornicina_305608,1
1821,Haematobia_irritans_7368,2
1822,Haematobosca_stimulans_559681,1
1823,Stomoxys_calcitrans_35570,4
1824,Graphomya_rufitibia_1072502,1
1825,Myospila_meditabunda_559661,1
1826,Helina_impuncta_559646,1
1827,Helina_latitarsis_2719067,1
1828,Phaonia_errans_1291920,1
1829,Phaonia_fuscata_2719084,1
1830,Phaonia_pallida_559663,1
1831,Phaonia_perdita_2719085,1
1832,Phaonia_tuguriorum_253432,1
1833,Muscina_angustifrons_1325559,1
1834,Muscina_levida_559660,2
1835,Muscina_pascuorum_1230143,1
1836,Muscina_stabulans_57893,1
1837,Synthesiomyia_nudiseta_367286,1
1838,Cordilura_albipes_113139,1
1839,Nanna_fasciata_113157,1
1840,Nanna_flavipes_113158,1
1841,Norellisoma_spinimanum_1891011,1
1842,Scathophaga_furcata_102987,1
1843,Scathophaga_inquinata_102989,1
1844,Scathophaga_stercoraria_95463,3
1845,Aldrichina_grahami_252811,1
1846,Calliphora_chinghaiensis_1767048,1
1847,Calliphora_nigribarbis_367295,2
1848,Calliphora_sinensis_2774353,1
1849,Calliphora_uralensis_1763914,1
1850,Calliphora_vicina_7373,1
1851,Calliphora_vomitoria_27454,2
1852,Cynomya_mortuorum_141376,1
1853,Polleniopsis_mongolica_2774354,1
1854,Triceratopyga_calliphoroides_577608,1
1855,Chloroprocta_idioidea_447473,1
1856,Chrysomya_albiceps_81419,2
1857,Chrysomya_bezziana_69364,1
1858,Chrysomya_megacephala_115424,15
1859,Chrysomya_nigripes_318702,1
1860,Chrysomya_pacifica_604324,1
1861,Chrysomya_phaonis_525896,1
1862,Chrysomya_pinguis_192730,1
1863,Chrysomya_putoria_235600,2
1864,Chrysomya_rufifacies_45450,1
1865,Chrysomya_saffranea_318703,1
1866,Chrysomya_villeneuvi_604326,1
1867,Cochliomyia_hominivorax_115425,2
1868,Cochliomyia_macellaria_66361,1
1869,Phormia_regina_7380,3
1870,Protophormia_terraenovae_34676,2
1871,Hemipyrellia_ligurriens_195107,1
1872,Lucilia_caesar_65466,3
1873,Lucilia_coeruleiviridis_376218,1
1874,Lucilia_cuprina_7375,3
1875,Lucilia_hainanensis_242464,1
1876,Lucilia_illustris_7376,4
1877,Lucilia_papuensis_318687,2
1878,Lucilia_porphyrina_186148,1
1879,Lucilia_sericata_13632,14
1880,Lucilia_shenyangensis_1912787,1
1881,Lucilia_silvarum_226139,1
1882,Cephenemyia_stimulator_170895,1
1883,Cephenemyia_trompe_204915,1
1884,Dermatobia_hominis_115427,1
1885,Gasterophilus_haemorrhoidalis_170933,1
1886,Gasterophilus_inermis_2320694,1
1887,Gasterophilus_intestinalis_84525,3
1888,Gasterophilus_nasalis_204918,1
1889,Gasterophilus_nigricornis_1519149,1
1890,Gasterophilus_pecorum_204919,1
1891,Gyrostigma_rhinocerontis_2583772,1
1892,Cephalopina_titillator_2707115,1
1893,Hypoderma_lineatum_7389,1
1894,Oestrus_ovis_123737,1
1895,Rhinoestrus_usbekistanicus_204923,1
1896,Morinia_doronici_1606798,1
1897,Pollenia_angustigena_1266490,1
1898,Pollenia_pediculata_1266492,1
1899,Pollenia_rudis_229640,2
1900,Pollenia_vagabunda_1725473,1
1901,Agria_mihalyii_2689304,1
1902,Mesomelena_mesomelaena_1963812,1
1903,Miltogramma_oestracea_2021480,1
1904,Phrosinella_nasuta_2689308,1
1905,Protomiltogramma_cincta_2708683,1
1906,Taxigramma_karakulensis_2689311,1
1907,Goniophyto_honshuensis_795946,1
1908,Sarcophila_latifrons_2021492,2
1909,Sarcophila_rasnitzyni_2811982,1
1910,Sarcotachina_subcylindrica_2021535,1
1911,Wohlfahrtia_magnifica_641482,1
1912,Blaesoxipha_lapidosa_2938206,1
1913,Boettcheria_bisetosa_657625,1
1914,Boettcheria_latisterna_657627,1
1915,Oxysarcodexia_avuncula_670593,1
1916,Oxysarcodexia_terminalis_1735648,1
1917,Oxysarcodexia_thornax_1240423,3
1918,Oxysarcodexia_varia_651708,1
1919,Peckia_australis_2506474,1
1920,Peckia_collusor_670643,1
1921,Peckia_resona_2506475,1
1922,Phallosphaera_gravelyi_1002753,1
1923,Ravinia_pernix_1358439,1
1924,Sarcophaga_diminuta_2774355,1
1925,Sarcophaga_genuforceps_2811983,1
1926,Sarcophaga_graciliforceps_2774356,1
1927,Sarcophaga_josephi_411858,1
1928,Sarcophaga_africa_128966,1
1929,Sarcophaga_formosensis_321203,1
1930,Sarcophaga_peregrina_7386,1
1931,Sarcophaga_melanura_236879,2
1932,Sarcophaga_depressifrons_1162333,1
1933,Sarcophaga_haemorrhoa_1806703,1
1934,Sarcophaga_pauciseta_2781187,1
1935,Sarcophaga_plotnikovi_2774358,1
1936,Sarcophaga_shnitnikovi_2774357,1
1937,Sarcophaga_tsinanensis_2802967,1
1938,Sarcophaga_cetu_2774359,1
1939,Sarcophaga_schuetzei_1162353,1
1940,Sarcophaga_crassipalpis_59312,1
1941,Sarcophaga_ruficornis_128968,2
1942,Sarcophaga_aegyptica_1162357,1
1943,Sarcophaga_angarosinica_2811981,1
1944,Sarcophaga_brevicornis_321188,1
1945,Sarcophaga_dux_321200,3
1946,Sarcophaga_jacobsoni_1162358,1
1947,Sarcophaga_kanoi_2777036,1
1948,Sarcophaga_tuberosa_1806715,1
1949,Sarcophaga_fani_2939602,1
1950,Sarcophaga_bullata_7385,2
1951,Sarcophaga_kawayuensis_2774360,1
1952,Sarcophaga_pingi_1276542,1
1953,Sarcophaga_polystylata_321189,1
1954,Sarcophaga_similis_305538,1
1955,Sarcophaga_albiceps_236855,1
1956,Sarcophaga_macroauriculata_1236751,1
1957,Sarcophaga_misera_321196,1
1958,Sarcophaga_portschinskyi_545360,1
1959,Sarcophaga_scopariiformis_321187,1
1960,Sarcophaga_minor_2774361,1
1961,Sarcophaga_anchoriformis_2774362,1
1962,Sarcophaga_caerulescens_596942,1
1963,Sarcophaga_carnaria_226135,1
1964,Sarcophaga_gracilior_2807528,1
1965,Sarcophaga_antilope_411868,1
1966,Sarcophaga_impatiens_318685,1
1967,Sarcophaga_princeps_411872,1
1968,Sarcophaga_hervebazini_2774363,1
1969,Sarcophaga_kentejana_1806739,1
1970,Senotainia_albifrons_2021493,1
1971,Hamaxiella_brunnescens_2793258,1
1972,Rutilia_goerlingiana_1240982,1
1973,Halidaya_aurea_1918247,1
1974,Periscepsia_handlirschi_2799180,1
1975,Compsilura_concinnata_1888032,1
1976,Exorista_civilis_526113,1
1977,Exorista_japonica_380513,1
1978,Exorista_larvarum_380514,2
1979,Exorista_sorbillans_191189,1
1980,Clemelis_pullata_1918223,1
1981,Elodia_flavipalpis_1146932,1
1982,Palesisa_nudioculata_2547802,1
1983,Nemorilla_maculosa_1381551,1
1984,Winthemia_rufopicta_1492366,1
1985,Winthemia_sumatrana_993330,1
1986,Cylindromyia_intermedia_2250550,1
1987,Gymnosoma_dolycoridis_1918095,1
1988,Ectophasia_rotundiventris_569038,1
1989,Subclytia_rotundiventris_1918306,1
1990,Lydina_aenea_1776472,1
1991,Peleteria_iavana_2913216,1
1992,Tachina_fera_631328,1
1993,Argyra_pingwuensis_2762466,1
1994,Asyndetus_clavipes_2779313,1
1995,Chrysotus_gramineus_377545,1
1996,Dolichopus_bigeniculatus_626543,1
1997,Dolichopus_brevipennis_310612,1
1998,Dolichopus_nubilus_327088,1
1999,Dolichopus_plumipes_310622,1
2000,Dolichopus_simplex_310626,1
2001,Dolichopus_ungulatus_310629,1
2002,Gymnopternus_bomiensis_2893130,1
2003,Gymnopternus_congruens_2954856,1
2004,Hercostomus_brevipilosus_2719141,1
2005,Lichtwardtia_dentalis_2821438,1
2006,Poecilobothrus_nobilitatus_369887,1
2007,Neurigona_zhejiangensis_2779314,1
2008,Chrysotimus_molliculus_1000613,1
2009,Micromorphus_albipes_1000630,1
2010,Condylostylus_luteicoxa_2984119,1
2011,Sympycnus_pulicarius_2307310,1
2012,Xanthochlorus_tibetensis_2779315,1
2013,Heleodromia_immaculata_1403662,1
2014,Calohilara_tibetensis_2821049,1
2015,Empis_barbatoides_1262237,1
2016,Empis_caudatula_2719060,1
2017,Empis_livida_178772,1
2018,Empis_opaca_2715216,1
2019,Empis_separata_2803750,1
2020,Empis_stercorea_2484550,1
2021,Empis_tessellata_1446181,1
2022,Empis_trigramma_2690816,1
2023,Rhamphomyia_barbata_2719091,1
2024,Rhamphomyia_geniculata_2719092,1
2025,Rhamphomyia_insignis_1812707,1
2026,Rhamphomyia_physoprocta_2719093,1
2027,Phyllodromia_melanocephala_1209098,1
2028,Microphor_holosericeus_2498633,1
2029,Hybos_culiciformis_1262239,1
2030,Hybos_grossipes_1446182,1
2031,Syneches_medoganus_2814544,1
2032,Leptopeza_flavipes_1209091,2
2033,Trichina_bilobata_2484568,1
2034,Platypalpus_agilis_1446185,1
2035,Platypalpus_candicans_1446194,1
2036,Platypalpus_cursitans_1403669,1
2037,Platypalpus_longicornis_1446203,1
2038,Tachydromia_umbrarum_1446244,1
2039,Asilus_crabroniformis_468697,1
2040,Dasypogon_diadema_468822,1
2041,Leptogaster_cylindrica_468752,1
2042,Leptogaster_longicauda_1812705,1
2043,Hemipenthes_hebeiensis_2836055,1
2044,Hemipenthes_neimengguensis_2783692,1
2045,Bombylius_major_240869,1
2046,Trichophthalma_punctata_395991,1
2047,Allognosta_vagans_2885619,1
2048,Beris_vallata_34689,1
2049,Hermetia_illucens_343691,2
2050,Nemotelus_notatus_2719078,1
2051,Nasimyia_megacephala_2791175,1
2052,Parastratiosphecomyia_szechuanensis_2783694,1
2053,Tinda_javana_931524,1
2054,Microchrysa_flavicornis_2719076,1
2055,Ptecticus_aurifer_1812706,2
2056,Ptecticus_tenebrifer_653922,2
2057,Sargus_flavipes_2719094,1
2058,Xylomya_moiwana_1812708,1
2059,Vermileo_comstocki_2841214,1
2060,Vermiophis_taishanensis_2885621,1
2061,Chrysopilus_cristatus_2719053,1
2062,Desmomyia_sinensis_2816992,1
2063,Rhagio_lineola_1822558,1
2064,Rhagio_tringarius_1720744,1
2065,Symphoromyia_crassicornis_1842026,1
2066,Chrysops_dissectus_2950936,1
2067,Chrysops_niger_83269,1
2068,Chrysops_silvifacies_1812704,1
2069,Cydistomyia_duplonotata_395993,1
2070,Haematopota_pluvialis_178770,2
2071,Haematopota_subcylindrica_2719065,1
2072,Haematopota_turkestanica_2945956,1
2073,Haematopota_vexativa_2821852,1
2074,Atylotus_miser_1812703,1
2075,Hybomitra_bimaculata_226809,1
2076,Tabanus_amaenus_2821875,1
2077,Tabanus_autumnalis_2719099,1
2078,Tabanus_chrysurus_2734864,2
2079,Tabanus_formosiensis_2821876,1
2080,Tabanus_haysi_2821877,1
2081,Tabanus_pleskei_632608,1
2082,Coenomyia_ferruginea_124306,1
2083,Exeretonevra_angustifrons_560724,1
2084,Heterostomus_curvipalpis_857307,1
2085,Xylophagus_ater_1689122,1
2086,Bibio_xanthopus_1262228,1
2087,Dilophus_febrilis_52734,1
2088,Cramptonomyia_spenceri_209689,1
2089,Asphondylia_rosetta_420168,1
2090,Orseolia_oryzae_33408,1
2091,Mayetiola_destructor_39758,1
2092,Rhopalomyia_pomum_608481,1
2093,Arachnocampa_flava_270899,1
2094,Orfelia_nemoralis_1588145,1
2095,Allodia_anglofennica_1601808,1
2096,Allodia_protenta_1891807,1
2097,Allodia_pyxidiiformis_1749355,1
2098,Allodia_zaitzevi_1601812,1
2099,Exechia_fusca_1601820,1
2100,Tarnania_fenestralis_397161,1
2101,Dynatosoma_fuscicorne_2339868,1
2102,Mycomya_fimbriata_2719077,1
2103,Acnemia_nitidicollis_2339098,1
2104,Monoclona_rufilatera_608685,1
2105,Bradysia_amoena_560708,1
2106,Bradysia_hygida_35572,1
2107,Bradysia_impatiens_335710,1
2108,Bradysia_odoriphaga_1564500,1
2109,Dolichosciara_megumiae_2715056,1
2110,Pnyxia_scabiei_1781627,1
2111,Sciara_ruficauda_1260812,1
2112,Trichosia_lengersdorfi_1884860,1
2113,Edwardsina_gigantea_560712,1
2114,Culicoides_actoni_469747,1
2115,Culicoides_wadai_469754,1
2116,Culicoides_arakawae_198116,2
2117,Culicoides_cylindratus_469760,2
2118,Culicoides_dubius_469757,1
2119,Culicoides_oxystoma_469749,2
2120,Axarus_fungorum_2661749,1
2121,Chironomus_flaviplumus_586673,1
2122,Chironomus_nipponensis_586675,2
2123,Chironomus_yoshimatsui_169422,1
2124,Chironomus_javanus_391764,1
2125,Chironomus_tentans_7153,1
2126,Chironomus_agilis_113487,1
2127,Chironomus_annularius_72523,1
2128,Chironomus_anthracinus_1380965,1
2129,Chironomus_circumdatus_113492,1
2130,Chironomus_claggi_1225359,1
2131,Chironomus_kiiensis_84408,2
2132,Chironomus_nippodorsalis_1225360,1
2133,Chironomus_novosibiricus_113502,1
2134,Chironomus_plumosus_33397,2
2135,Chironomus_tepperi_113505,1
2136,Chironomus_transvaalensis_391767,1
2137,Glyptotendipes_tokunagai_586674,1
2138,Microchironomus_tabarui_1483702,1
2139,Microchironomus_tener_1278990,1
2140,Microtendipes_umbrosus_2562924,1
2141,Nilodorum_tainanus_1366586,1
2142,Polypedilum_henicurum_2498317,1
2143,Polypedilum_nubifer_54969,1
2144,Polypedilum_unifascium_1202111,1
2145,Polypedilum_vanderplanki_319348,1
2146,Stenochironomus_gibbus_1051997,1
2147,Stenochironomus_okialbus_1481661,1
2148,Stenochironomus_tobaduodecimus_1636530,1
2149,Stenochironomus_zhengi_2916445,1
2150,Tanytarsus_formosanus_1636531,1
2151,Boreoheptagyia_alulasetosa_2851576,1
2152,Boreoheptagyia_brevitarsis_2851577,1
2153,Boreoheptagyia_kurobebrevis_2851578,1
2154,Boreoheptagyia_zhengi_2851579,1
2155,Diamesa_loeffleri_2942409,1
2156,Diamesa_qiangi_2678684,1
2157,Diamesa_tonsa_1751538,1
2158,Pagastia_lanceolata_2045246,1
2159,Pagastia_tianmumontana_2942403,1
2160,Potthastia_gaedii_994304,1
2161,Sympotthastia_takatensis_2939628,1
2162,Brillia_bifasciata_2970798,1
2163,Brillia_brevicornis_2970799,1
2164,Dicrotendipes_pelochloris_696198,1
2165,Limnophyes_minimus_82134,1
2166,Paratrichocladius_tamaater_2050714,1
2167,Propsilocerus_akamusi_903466,1
2168,Propsilocerus_paradoxus_2789521,1
2169,Propsilocerus_sinicus_2789522,1
2170,Propsilocerus_taihuensis_2789523,1
2171,Rheocricotopus_villiculus_2781637,1
2172,Smittia_aterrima_611654,1
2173,Thienemanniella_nipponica_2970800,1
2174,Parochlus_steinenii_315571,1
2175,Prodiamesa_olivacea_288840,1
2176,Clinotanypus_yani_1707130,1
2177,Tanypus_punctipennis_700374,1
2178,Simulium_erythrocephalum_1206071,1
2179,Simulium_maculatum_2483477,1
2180,Simulium_angustipes_716701,1
2181,Simulium_lundstromi_1117005,1
2182,Simulium_aureohirtum_154798,1
