,Species_name,GAskew,Gene_name,TCskew,Stg-Sac
584,Crepititermes verruculosus,-0.625,['ND1'],0.10526315789473684,-80
585,Prohamitermes mirabilis,-0.08045977011494253,['ND2'],-0.5058823529411764,92
586,Prohamitermes mirabilis,-0.09183673469387756,['COX1'],-0.33508541392904073,149
587,Prohamitermes mirabilis,-0.021806853582554516,['COX2'],-0.45604395604395603,66
588,Prohamitermes mirabilis,-0.05405405405405406,['ATP8'],-0.8117647058823529,9
589,Prohamitermes mirabilis,-0.05421686746987952,['ATP6'],-0.6011560693641619,71
590,Prohamitermes mirabilis,-0.041237113402061855,['COX3'],-0.41265822784810124,94
591,Prohamitermes mirabilis,-0.10614525139664804,['ND3'],-0.5542857142857143,36
592,Prohamitermes mirabilis,-0.6714579055441479,['ND5'],0.05864197530864197,-161
593,Prohamitermes mirabilis,-0.65,['ND4'],0.19444444444444445,-140
594,Prohamitermes mirabilis,-0.7634408602150538,['ND4L'],-0.047619047619047616,-23
595,Prohamitermes mirabilis,-0.10377358490566038,['ND6'],-0.6679245283018868,51
596,Prohamitermes mirabilis,-0.04144144144144144,['CYTB'],-0.47150259067357514,156
597,Prohamitermes mirabilis,-0.65625,['ND1'],0.15789473684210525,-93
598,Nasutitermes matangensis,-0.05813953488372093,['ND2'],-0.45348837209302323,99
599,Nasutitermes matangensis,-0.06382978723404255,['COX1'],-0.2761394101876676,135
600,Nasutitermes matangensis,0.0,['COX2'],-0.4490358126721763,66
601,Nasutitermes matangensis,-0.0958904109589041,['ATP8'],-0.7752808988764045,9
602,Nasutitermes matangensis,0.01775147928994083,['ATP6'],-0.5,56
603,Nasutitermes matangensis,0.03209876543209877,['COX3'],-0.3177083333333333,88
604,Nasutitermes matangensis,-0.09090909090909091,['ND3'],-0.4943820224719101,34
605,Nasutitermes matangensis,-0.6032719836400818,['ND5'],0.18902439024390244,-147
606,Nasutitermes matangensis,-0.5783132530120482,['ND4'],0.20622568093385213,-118
607,Nasutitermes matangensis,-0.6373626373626373,['ND4L'],0.06,-20
608,Nasutitermes matangensis,-0.059907834101382486,['ND6'],-0.5615384615384615,51
609,Nasutitermes matangensis,0.05114638447971781,['CYTB'],-0.3932980599647266,134
610,Nasutitermes matangensis,-0.6152512998266898,['ND1'],0.22580645161290322,-79
611,Patawatermes nigripunctatus,-0.18908382066276802,['ND2'],-0.4296724470134875,76
612,Patawatermes nigripunctatus,-0.21273885350318472,['COX1'],-0.30526315789473685,103
613,Patawatermes nigripunctatus,-0.13125,['COX2'],-0.4520547945205479,58
614,Patawatermes nigripunctatus,-0.16216216216216217,['ATP8'],-0.6941176470588235,11
615,Patawatermes nigripunctatus,-0.15542521994134897,['ATP6'],-0.5252225519287834,51
616,Patawatermes nigripunctatus,-0.15463917525773196,['COX3'],-0.3721518987341772,75
617,Patawatermes nigripunctatus,-0.17045454545454544,['ND3'],-0.5280898876404494,34
618,Patawatermes nigripunctatus,-0.6100502512562814,['ND5'],-0.07042253521126761,-132
619,Patawatermes nigripunctatus,-0.5776986951364176,['ND4'],0.041916167664670656,-114
620,Patawatermes nigripunctatus,-0.7,['ND4L'],-0.0392156862745098,-25
621,Patawatermes nigripunctatus,-0.22641509433962265,['ND6'],-0.660377358490566,48
622,Patawatermes nigripunctatus,-0.15978456014362658,['CYTB'],-0.3769911504424779,98
623,Patawatermes nigripunctatus,-0.5860869565217391,['ND1'],-0.011764705882352941,-67
624,Odontotermes hainanensis,-0.011811023622047244,['ND2'],-0.45038167938931295,115
625,Odontotermes hainanensis,0.055198973042362,['COX1'],-0.32639791937581275,195
626,Odontotermes hainanensis,0.08463949843260188,['COX2'],-0.49444444444444446,71
627,Odontotermes hainanensis,0.12,['ATP8'],-0.6904761904761905,14
628,Odontotermes hainanensis,0.027692307692307693,['ATP6'],-0.5674157303370787,75
629,Odontotermes hainanensis,0.09511568123393316,['COX3'],-0.39,101
630,Odontotermes hainanensis,-0.017341040462427744,['ND3'],-0.5580110497237569,39
631,Odontotermes hainanensis,-0.6223350253807106,['ND5'],0.18995290423861852,-167
632,Odontotermes hainanensis,-0.6330049261083743,['ND4'],0.2703862660944206,-133
633,Odontotermes hainanensis,-0.7078651685393258,['ND4L'],0.16326530612244897,-24
634,Odontotermes hainanensis,0.014492753623188406,['ND6'],-0.6370370370370371,62
635,Odontotermes hainanensis,0.12477396021699819,['CYTB'],-0.45518453427065025,149
636,Odontotermes hainanensis,-0.6082474226804123,['ND1'],0.26785714285714285,-86
637,Odontotermes obesus,-0.003937007874015748,['ND2'],-0.46946564885496184,122
638,Odontotermes obesus,0.032175032175032175,['COX1'],-0.3151750972762646,204
639,Odontotermes obesus,0.08860759493670886,['COX2'],-0.4931129476584022,72
640,Odontotermes obesus,0.12,['ATP8'],-0.6904761904761905,13
641,Odontotermes obesus,0.06626506024096386,['ATP6'],-0.5644699140401146,80
642,Odontotermes obesus,0.0737913486005089,['COX3'],-0.3838383838383838,102
643,Odontotermes obesus,0.01775147928994083,['ND3'],-0.5459459459459459,48
644,Odontotermes obesus,-0.6288032454361054,['ND5'],0.22641509433962265,-160
645,Odontotermes obesus,-0.6080760095011877,['ND4'],0.30561330561330563,-119
646,Odontotermes obesus,-0.6629213483146067,['ND4L'],0.20408163265306123,-22
647,Odontotermes obesus,-0.023923444976076555,['ND6'],-0.5895522388059702,57
648,Odontotermes obesus,0.046762589928057555,['CYTB'],-0.44876325088339225,142
649,Odontotermes obesus,-0.6102564102564103,['ND1'],0.22522522522522523,-79
650,Nasutitermes banksi,-0.10556621880998081,['ND2'],-0.4207436399217221,88
651,Nasutitermes banksi,-0.085,['COX1'],-0.29395973154362415,125
652,Nasutitermes banksi,-0.05,['COX2'],-0.43561643835616437,54
653,Nasutitermes banksi,-0.10810810810810811,['ATP8'],-0.788235294117647,7
654,Nasutitermes banksi,-0.02976190476190476,['ATP6'],-0.5380116959064327,60
655,Nasutitermes banksi,-0.014925373134328358,['COX3'],-0.3648293963254593,83
656,Nasutitermes banksi,-0.07262569832402235,['ND3'],-0.49714285714285716,38
657,Nasutitermes banksi,-0.6045081967213115,['ND5'],0.13137557959814528,-141
658,Nasutitermes banksi,-0.5768757687576875,['ND4'],0.11637080867850098,-93
659,Nasutitermes banksi,-0.7016574585635359,['ND4L'],0.0891089108910891,-25
660,Nasutitermes banksi,-0.10185185185185185,['ND6'],-0.6091954022988506,59
661,Nasutitermes banksi,0.07180385288966724,['CYTB'],-0.43161634103019536,142
662,Nasutitermes banksi,-0.6328671328671329,['ND1'],0.15451895043731778,-85
663,Pseudacanthotermes spiniger,-0.09664694280078895,['ND2'],-0.52,104
664,Pseudacanthotermes spiniger,-0.05343511450381679,['COX1'],-0.36495388669301715,185
665,Pseudacanthotermes spiniger,-0.003194888178913738,['COX2'],-0.5206611570247934,81
666,Pseudacanthotermes spiniger,-0.14285714285714285,['ATP8'],-0.8876404494382022,10
667,Pseudacanthotermes spiniger,-0.09480122324159021,['ATP6'],-0.615819209039548,81
668,Pseudacanthotermes spiniger,0.010309278350515464,['COX3'],-0.4278481012658228,114
669,Pseudacanthotermes spiniger,-0.03488372093023256,['ND3'],-0.5795454545454546,40
670,Pseudacanthotermes spiniger,-0.6832298136645962,['ND5'],0.1731669266770671,-166
671,Pseudacanthotermes spiniger,-0.6741973840665874,['ND4'],0.19284294234592445,-150
672,Pseudacanthotermes spiniger,-0.8,['ND4L'],0.06382978723404255,-27
673,Pseudacanthotermes spiniger,-0.1320754716981132,['ND6'],-0.720754716981132,52
674,Pseudacanthotermes spiniger,0.059245960502693,['CYTB'],-0.5150442477876106,162
675,Pseudacanthotermes spiniger,-0.6778523489932886,['ND1'],0.20116618075801748,-106
676,Nasutitermes longirostris,-0.17647058823529413,['ND2'],-0.4930139720558882,98
677,Nasutitermes longirostris,-0.1706700379266751,['COX1'],-0.35278514588859416,132
678,Nasutitermes longirostris,-0.08125,['COX2'],-0.4794520547945205,71
679,Nasutitermes longirostris,-0.10810810810810811,['ATP8'],-0.8352941176470589,8
680,Nasutitermes longirostris,-0.1696969696969697,['ATP6'],-0.5689655172413793,58
681,Nasutitermes longirostris,-0.089058524173028,['COX3'],-0.38974358974358975,89
682,Nasutitermes longirostris,-0.1839080459770115,['ND3'],-0.5333333333333333,31
683,Nasutitermes longirostris,-0.6584867075664622,['ND5'],0.015527950310559006,-147
684,Nasutitermes longirostris,-0.6654545454545454,['ND4'],0.0905587668593449,-118
685,Nasutitermes longirostris,-0.776536312849162,['ND4L'],-0.08737864077669903,-22
686,Nasutitermes longirostris,-0.2186046511627907,['ND6'],-0.6335877862595419,35
687,Nasutitermes longirostris,-0.0353356890459364,['CYTB'],-0.45422535211267606,151
688,Nasutitermes longirostris,-0.6711864406779661,['ND1'],0.11363636363636363,-88
689,Nasutitermes diabolus,-0.1015625,['ND2'],-0.46153846153846156,104
690,Nasutitermes diabolus,-0.10546378653113088,['COX1'],-0.3245382585751979,148
691,Nasutitermes diabolus,-0.07165109034267912,['COX2'],-0.4835164835164835,68
692,Nasutitermes diabolus,-0.05263157894736842,['ATP8'],-0.7831325301204819,12
693,Nasutitermes diabolus,-0.08411214953271028,['ATP6'],-0.528023598820059,60
694,Nasutitermes diabolus,-0.03816793893129771,['COX3'],-0.4153846153846154,102
695,Nasutitermes diabolus,-0.17318435754189945,['ND3'],-0.52,31
696,Nasutitermes diabolus,-0.654042988741044,['ND5'],0.0867579908675799,-146
697,Nasutitermes diabolus,-0.6335329341317365,['ND4'],0.1905697445972495,-144
698,Nasutitermes diabolus,-0.7191011235955056,['ND4L'],0.019230769230769232,-20
699,Nasutitermes diabolus,-0.1780821917808219,['ND6'],-0.6444444444444445,46
700,Nasutitermes diabolus,-0.0017574692442882249,['CYTB'],-0.43716814159292033,135
701,Nasutitermes diabolus,-0.6530973451327433,['ND1'],0.10857142857142857,-76
702,Ephelotermes melachoma,-0.10556621880998081,['ND2'],-0.45596868884540115,77
703,Ephelotermes melachoma,-0.09433962264150944,['COX1'],-0.312,133
704,Ephelotermes melachoma,-0.04672897196261682,['COX2'],-0.43352601156069365,57
705,Ephelotermes melachoma,-0.14285714285714285,['ATP8'],-0.7303370786516854,9
706,Ephelotermes melachoma,-0.05105105105105105,['ATP6'],-0.5478260869565217,72
707,Ephelotermes melachoma,-0.05,['COX3'],-0.3629242819843342,95
708,Ephelotermes melachoma,-0.03910614525139665,['ND3'],-0.5657142857142857,37
709,Ephelotermes melachoma,-0.6276703967446592,['ND5'],0.11213517665130568,-138
710,Ephelotermes melachoma,-0.6109134045077106,['ND4'],0.16966067864271456,-120
711,Ephelotermes melachoma,-0.7430167597765364,['ND4L'],0.02912621359223301,-23
712,Ephelotermes melachoma,-0.06481481481481481,['ND6'],-0.6117216117216118,56
713,Ephelotermes melachoma,0.01056338028169014,['CYTB'],-0.4275618374558304,135
714,Ephelotermes melachoma,-0.6341463414634146,['ND1'],0.11046511627906977,-86
715,Atlantitermes oculatissimus,-0.1867704280155642,['ND2'],-0.49034749034749037,81
716,Atlantitermes oculatissimus,-0.17407878017789072,['COX1'],-0.34300791556728233,141
717,Atlantitermes oculatissimus,-0.12578616352201258,['COX2'],-0.4713896457765668,76
718,Atlantitermes oculatissimus,-0.22666666666666666,['ATP8'],-0.8809523809523809,8
719,Atlantitermes oculatissimus,-0.20958083832335328,['ATP6'],-0.563953488372093,56
720,Atlantitermes oculatissimus,-0.09462915601023018,['COX3'],-0.37755102040816324,88
721,Atlantitermes oculatissimus,-0.1348314606741573,['ND3'],-0.5340909090909091,36
722,Atlantitermes oculatissimus,-0.6447105788423154,['ND5'],0.02276176024279211,-143
723,Atlantitermes oculatissimus,-0.6674698795180722,['ND4'],0.10505836575875487,-120
724,Atlantitermes oculatissimus,-0.7237569060773481,['ND4L'],0.009900990099009901,-25
725,Atlantitermes oculatissimus,-0.24651162790697675,['ND6'],-0.648854961832061,40
726,Atlantitermes oculatissimus,-0.09947643979057591,['CYTB'],-0.45454545454545453,107
727,Atlantitermes oculatissimus,-0.6505190311418685,['ND1'],0.12941176470588237,-75
728,Bulbitermes singaporiensis,-0.09652509652509653,['ND2'],-0.5097276264591439,115
729,Bulbitermes singaporiensis,-0.11223203026481715,['COX1'],-0.27925531914893614,127
730,Bulbitermes singaporiensis,-0.09657320872274143,['COX2'],-0.4725274725274725,62
731,Bulbitermes singaporiensis,-0.2222222222222222,['ATP8'],-0.7931034482758621,8
732,Bulbitermes singaporiensis,-0.1044776119402985,['ATP6'],-0.5801749271137027,78
733,Bulbitermes singaporiensis,-0.002531645569620253,['COX3'],-0.38144329896907214,98
734,Bulbitermes singaporiensis,-0.10982658959537572,['ND3'],-0.5138121546961326,36
735,Bulbitermes singaporiensis,-0.6129685916919959,['ND5'],0.1437403400309119,-154
736,Bulbitermes singaporiensis,-0.605875152998776,['ND4'],0.16996047430830039,-121
737,Bulbitermes singaporiensis,-0.7430167597765364,['ND4L'],0.06796116504854369,-26
738,Bulbitermes singaporiensis,-0.1391304347826087,['ND6'],-0.7022900763358778,60
739,Bulbitermes singaporiensis,-0.02120141342756184,['CYTB'],-0.39436619718309857,109
740,Bulbitermes singaporiensis,-0.6185383244206774,['ND1'],0.15517241379310345,-78
741,Thoracotermes macrothorax,-0.17307692307692307,['ND2'],-0.48046875,94
742,Thoracotermes macrothorax,-0.11787072243346007,['COX1'],-0.34395750332005315,167
743,Thoracotermes macrothorax,-0.07598784194528875,['COX2'],-0.46629213483146065,57
744,Thoracotermes macrothorax,-0.1891891891891892,['ATP8'],-0.8588235294117647,7
745,Thoracotermes macrothorax,-0.16224188790560473,['ATP6'],-0.5321637426900585,61
746,Thoracotermes macrothorax,-0.12244897959183673,['COX3'],-0.37084398976982097,65
747,Thoracotermes macrothorax,-0.17777777777777778,['ND3'],-0.5238095238095238,30
748,Thoracotermes macrothorax,-0.639546858908342,['ND5'],-0.016897081413210446,-125
749,Thoracotermes macrothorax,-0.6553398058252428,['ND4'],0.06613226452905811,-111
750,Thoracotermes macrothorax,-0.7472527472527473,['ND4L'],0.04,-24
751,Thoracotermes macrothorax,-0.2350230414746544,['ND6'],-0.6802973977695167,47
752,Thoracotermes macrothorax,-0.053763440860215055,['CYTB'],-0.4826388888888889,129
753,Thoracotermes macrothorax,-0.6382978723404256,['ND1'],0.09734513274336283,-88
754,Coatitermes kartaboensis,-0.18359375,['ND2'],-0.5,93
755,Coatitermes kartaboensis,-0.17974683544303796,['COX1'],-0.3271523178807947,121
756,Coatitermes kartaboensis,-0.14195583596214512,['COX2'],-0.483695652173913,69
757,Coatitermes kartaboensis,-0.24324324324324326,['ATP8'],-0.8117647058823529,10
758,Coatitermes kartaboensis,-0.19402985074626866,['ATP6'],-0.5626822157434402,60
759,Coatitermes kartaboensis,-0.05025125628140704,['COX3'],-0.37142857142857144,75
760,Coatitermes kartaboensis,-0.17777777777777778,['ND3'],-0.5287356321839081,30
761,Coatitermes kartaboensis,-0.6481113320079522,['ND5'],-0.023880597014925373,-148
762,Coatitermes kartaboensis,-0.6509090909090909,['ND4'],0.04046242774566474,-98
763,Coatitermes kartaboensis,-0.7282608695652174,['ND4L'],0.0,-26
764,Coatitermes kartaboensis,-0.2744186046511628,['ND6'],-0.6717557251908397,44
765,Coatitermes kartaboensis,-0.07557117750439367,['CYTB'],-0.45486725663716815,126
766,Coatitermes kartaboensis,-0.6507936507936508,['ND1'],0.07602339181286549,-80
767,Ruptitermes arboreus,-0.09902912621359224,['ND2'],-0.4661508704061896,104
768,Ruptitermes arboreus,-0.07151819322459223,['COX1'],-0.2727272727272727,119
769,Ruptitermes arboreus,-0.0125,['COX2'],-0.5068493150684932,65
770,Ruptitermes arboreus,-0.1,['ATP8'],-0.7468354430379747,6
771,Ruptitermes arboreus,-0.10385756676557864,['ATP6'],-0.5542521994134897,55
772,Ruptitermes arboreus,-0.059431524547803614,['COX3'],-0.42424242424242425,91
773,Ruptitermes arboreus,-0.1791907514450867,['ND3'],-0.569060773480663,38
774,Ruptitermes arboreus,-0.6428571428571429,['ND5'],0.0778816199376947,-145
775,Ruptitermes arboreus,-0.6422569027611045,['ND4'],0.1780821917808219,-116
776,Ruptitermes arboreus,-0.7094972067039106,['ND4L'],0.10679611650485436,-24
777,Ruptitermes arboreus,-0.1643192488262911,['ND6'],-0.6779026217228464,49
778,Ruptitermes arboreus,-0.0072992700729927005,['CYTB'],-0.4076655052264808,119
779,Ruptitermes arboreus,-0.6578483245149912,['ND1'],0.2222222222222222,-98
780,Globitermes sulphureus,-0.09125475285171103,['ND2'],-0.45849802371541504,95
781,Globitermes sulphureus,-0.06598984771573604,['COX1'],-0.3236459709379128,156
782,Globitermes sulphureus,-0.006211180124223602,['COX2'],-0.4358974358974359,59
783,Globitermes sulphureus,-0.3055555555555556,['ATP8'],-0.7471264367816092,5
784,Globitermes sulphureus,-0.04477611940298507,['ATP6'],-0.5335276967930029,64
785,Globitermes sulphureus,0.03307888040712468,['COX3'],-0.36923076923076925,98
786,Globitermes sulphureus,-0.06741573033707865,['ND3'],-0.5113636363636364,38
787,Globitermes sulphureus,-0.6070320579110652,['ND5'],0.1297709923664122,-149
788,Globitermes sulphureus,-0.6142857142857143,['ND4'],0.15079365079365079,-136
789,Globitermes sulphureus,-0.7555555555555555,['ND4L'],0.09803921568627451,-23
790,Globitermes sulphureus,-0.05405405405405406,['ND6'],-0.6627450980392157,55
791,Globitermes sulphureus,0.029982363315696647,['CYTB'],-0.43209876543209874,155
792,Globitermes sulphureus,-0.6354344122657581,['ND1'],0.20241691842900303,-112
793,Procubitermes undulans,-0.13193116634799235,['ND2'],-0.44204322200392926,73
794,Procubitermes undulans,-0.12311557788944724,['COX1'],-0.3030707610146863,124
795,Procubitermes undulans,-0.13846153846153847,['COX2'],-0.4444444444444444,53
796,Procubitermes undulans,-0.1794871794871795,['ATP8'],-0.8024691358024691,5
797,Procubitermes undulans,-0.16012084592145015,['ATP6'],-0.5371428571428571,56
798,Procubitermes undulans,-0.1486146095717884,['COX3'],-0.38860103626943004,64
799,Procubitermes undulans,-0.2111111111111111,['ND3'],-0.4942528735632184,29
800,Procubitermes undulans,-0.6257668711656442,['ND5'],0.0,-109
801,Procubitermes undulans,-0.6196172248803827,['ND4'],0.047244094488188976,-113
802,Procubitermes undulans,-0.7333333333333333,['ND4L'],-0.09803921568627451,-18
803,Procubitermes undulans,-0.2398190045248869,['ND6'],-0.6268656716417911,53
804,Procubitermes undulans,-0.09632224168126094,['CYTB'],-0.45293072824156305,121
805,Procubitermes undulans,-0.6470588235294118,['ND1'],0.06705539358600583,-72
806,Patawatermes turricola,-0.19844357976653695,['ND2'],-0.47104247104247104,86
807,Patawatermes turricola,-0.17258883248730963,['COX1'],-0.3130779392338177,117
808,Patawatermes turricola,-0.09090909090909091,['COX2'],-0.46994535519125685,67
809,Patawatermes turricola,-0.14285714285714285,['ATP8'],-0.6585365853658537,8
810,Patawatermes turricola,-0.14540059347181009,['ATP6'],-0.5131964809384164,42
811,Patawatermes turricola,-0.09511568123393316,['COX3'],-0.36548223350253806,81
812,Patawatermes turricola,-0.20689655172413793,['ND3'],-0.5444444444444444,32
813,Patawatermes turricola,-0.5995975855130785,['ND5'],-0.021875,-125
814,Patawatermes turricola,-0.6133651551312649,['ND4'],0.09881422924901186,-128
815,Patawatermes turricola,-0.7222222222222222,['ND4L'],-0.0196078431372549,-25
816,Patawatermes turricola,-0.22488038277511962,['ND6'],-0.6194029850746269,47
817,Patawatermes turricola,-0.09252669039145907,['CYTB'],-0.37142857142857144,94
818,Patawatermes turricola,-0.5845070422535211,['ND1'],0.03550295857988166,-66
819,Acholotermes chirotus,-0.09197651663405088,['ND2'],-0.508637236084453,108
820,Acholotermes chirotus,-0.1156289707750953,['COX1'],-0.32981530343007914,155
821,Acholotermes chirotus,0.015384615384615385,['COX2'],-0.5,74
822,Acholotermes chirotus,-0.12,['ATP8'],-0.8095238095238095,6
823,Acholotermes chirotus,-0.06547619047619048,['ATP6'],-0.543859649122807,74
824,Acholotermes chirotus,-0.01278772378516624,['COX3'],-0.3622448979591837,100
825,Acholotermes chirotus,-0.125,['ND3'],-0.48314606741573035,36
826,Acholotermes chirotus,-0.6057494866529775,['ND5'],0.08176100628930817,-152
827,Acholotermes chirotus,-0.6372430471584039,['ND4'],0.18375241779497098,-111
828,Acholotermes chirotus,-0.7486338797814208,['ND4L'],-0.010101010101010102,-28
829,Acholotermes chirotus,-0.10377358490566038,['ND6'],-0.6679245283018868,56
830,Acholotermes chirotus,-0.0036231884057971015,['CYTB'],-0.45017182130584193,157
831,Acholotermes chirotus,-0.6267605633802817,['ND1'],0.08875739644970414,-85
832,Hirtitermes hirtiventris,-0.16538461538461538,['ND2'],-0.53515625,103
833,Hirtitermes hirtiventris,-0.10855683269476372,['COX1'],-0.3543307086614173,167
834,Hirtitermes hirtiventris,-0.1277258566978193,['COX2'],-0.510989010989011,67
835,Hirtitermes hirtiventris,-0.09333333333333334,['ATP8'],-0.8095238095238095,9
836,Hirtitermes hirtiventris,-0.14029850746268657,['ATP6'],-0.6209912536443148,76
837,Hirtitermes hirtiventris,-0.06153846153846154,['COX3'],-0.43358395989974935,100
838,Hirtitermes hirtiventris,-0.096045197740113,['ND3'],-0.5819209039548022,37
839,Hirtitermes hirtiventris,-0.6816326530612244,['ND5'],0.059190031152647975,-150
840,Hirtitermes hirtiventris,-0.6816524908869988,['ND4'],0.1324376199616123,-135
841,Hirtitermes hirtiventris,-0.7415730337078652,['ND4L'],0.0,-17
842,Hirtitermes hirtiventris,-0.1891891891891892,['ND6'],-0.7098039215686275,44
843,Hirtitermes hirtiventris,-0.03180212014134275,['CYTB'],-0.4753521126760563,126
844,Hirtitermes hirtiventris,-0.6548042704626335,['ND1'],0.10662824207492795,-85
845,Astalotermes murcus,-0.17281553398058253,['ND2'],-0.539651837524178,91
846,Astalotermes murcus,-0.12388250319284802,['COX1'],-0.34120734908136485,151
847,Astalotermes murcus,-0.11314984709480122,['COX2'],-0.4972067039106145,56
848,Astalotermes murcus,-0.13924050632911392,['ATP8'],-0.775,2
849,Astalotermes murcus,-0.1513353115727003,['ATP6'],-0.5659824046920822,66
850,Astalotermes murcus,-0.08121827411167512,['COX3'],-0.39845758354755784,90
851,Astalotermes murcus,-0.2254335260115607,['ND3'],-0.6132596685082873,39
852,Astalotermes murcus,-0.6594427244582043,['ND5'],-0.004594180704441042,-148
853,Astalotermes murcus,-0.6619047619047619,['ND4'],0.10317460317460317,-118
854,Astalotermes murcus,-0.7777777777777778,['ND4L'],-0.0392156862745098,-26
855,Astalotermes murcus,-0.19444444444444445,['ND6'],-0.685823754789272,43
856,Astalotermes murcus,-0.0539568345323741,['CYTB'],-0.4381625441696113,128
857,Astalotermes murcus,-0.6838365896980462,['ND1'],0.10979228486646884,-97
858,Furculitermes cubitalis,-0.05904761904761905,['ND2'],-0.40433925049309666,95
859,Furculitermes cubitalis,-0.0825,['COX1'],-0.2751677852348993,126
860,Furculitermes cubitalis,-0.07272727272727272,['COX2'],-0.4197183098591549,47
861,Furculitermes cubitalis,-0.1111111111111111,['ATP8'],-0.7241379310344828,2
862,Furculitermes cubitalis,-0.1111111111111111,['ATP6'],-0.5172413793103449,60
863,Furculitermes cubitalis,-0.052109181141439205,['COX3'],-0.29473684210526313,73
864,Furculitermes cubitalis,-0.15083798882681565,['ND3'],-0.49714285714285716,27
865,Furculitermes cubitalis,-0.5983606557377049,['ND5'],0.09118086696562033,-141
866,Furculitermes cubitalis,-0.5784313725490197,['ND4'],0.1626984126984127,-106
867,Furculitermes cubitalis,-0.7458563535911602,['ND4L'],0.04950495049504951,-28
868,Furculitermes cubitalis,-0.05454545454545454,['ND6'],-0.6108949416342413,58
869,Furculitermes cubitalis,-0.005366726296958855,['CYTB'],-0.3843478260869565,120
870,Furculitermes cubitalis,-0.6397941680960549,['ND1'],0.11242603550295859,-85
871,Furculitermes longilabius,-0.041666666666666664,['ND2'],-0.4007936507936508,92
872,Furculitermes longilabius,-0.06982543640897755,['COX1'],-0.2812920592193809,139
873,Furculitermes longilabius,-0.021148036253776436,['COX2'],-0.4067796610169492,51
874,Furculitermes longilabius,-0.05555555555555555,['ATP8'],-0.632183908045977,8
875,Furculitermes longilabius,-0.11926605504587157,['ATP6'],-0.4915254237288136,51
876,Furculitermes longilabius,-0.042821158690176324,['COX3'],-0.30569948186528495,70
877,Furculitermes longilabius,-0.06077348066298342,['ND3'],-0.5375722543352601,38
878,Furculitermes longilabius,-0.6073619631901841,['ND5'],0.10059171597633136,-113
879,Furculitermes longilabius,-0.5893719806763285,['ND4'],0.18604651162790697,-116
880,Furculitermes longilabius,-0.6759776536312849,['ND4L'],0.04854368932038835,-28
881,Furculitermes longilabius,-0.09734513274336283,['ND6'],-0.5741444866920152,41
882,Furculitermes longilabius,0.005291005291005291,['CYTB'],-0.4074074074074074,149
883,Furculitermes longilabius,-0.6551724137931034,['ND1'],0.10059171597633136,-95
884,Macrotermes muelleri,-0.02912621359223301,['ND2'],-0.4661508704061896,115
885,Macrotermes muelleri,-0.0025575447570332483,['COX1'],-0.3315858453473132,182
886,Macrotermes muelleri,0.09740259740259741,['COX2'],-0.49326145552560646,79
887,Macrotermes muelleri,0.014084507042253521,['ATP8'],-0.7954545454545454,9
888,Macrotermes muelleri,-0.052307692307692305,['ATP6'],-0.5561797752808989,68
889,Macrotermes muelleri,0.06426735218508997,['COX3'],-0.4010152284263959,101
890,Macrotermes muelleri,-0.058823529411764705,['ND3'],-0.569060773480663,43
891,Macrotermes muelleri,-0.6321608040201006,['ND5'],0.2300469483568075,-162
892,Macrotermes muelleri,-0.641755634638197,['ND4'],0.2654690618762475,-123
893,Macrotermes muelleri,-0.7633136094674556,['ND4L'],0.11578947368421053,-24
894,Macrotermes muelleri,-0.08256880733944955,['ND6'],-0.6309963099630996,42
895,Macrotermes muelleri,0.0965391621129326,['CYTB'],-0.48342059336823734,155
896,Macrotermes muelleri,-0.6280701754385964,['ND1'],0.28023598820059,-90
897,Protermes prorepens,-0.02574257425742574,['ND2'],-0.5104364326375711,118
898,Protermes prorepens,-0.007653061224489796,['COX1'],-0.3403141361256545,197
899,Protermes prorepens,0.057692307692307696,['COX2'],-0.4986376021798365,71
900,Protermes prorepens,0.02702702702702703,['ATP8'],-0.7176470588235294,13
901,Protermes prorepens,0.030303030303030304,['ATP6'],-0.6149425287356322,84
902,Protermes prorepens,0.04040404040404041,['COX3'],-0.3791348600508906,95
903,Protermes prorepens,-0.011764705882352941,['ND3'],-0.580110497237569,46
904,Protermes prorepens,-0.6378433367243134,['ND5'],0.189792663476874,-161
905,Protermes prorepens,-0.6445993031358885,['ND4'],0.22981366459627328,-126
906,Protermes prorepens,-0.75,['ND4L'],0.125,-23
907,Protermes prorepens,-0.051643192488262914,['ND6'],-0.6296296296296297,55
908,Protermes prorepens,0.02040816326530612,['CYTB'],-0.48198970840480276,151
909,Protermes prorepens,-0.6599326599326599,['ND1'],0.20943952802359883,-85
910,Amitermes obeuntis,-0.1821705426356589,['ND2'],-0.4806201550387597,76
911,Amitermes obeuntis,-0.12276214833759591,['COX1'],-0.34469200524246396,173
912,Amitermes obeuntis,-0.13664596273291926,['COX2'],-0.4765840220385675,66
913,Amitermes obeuntis,-0.2,['ATP8'],-0.7619047619047619,5
914,Amitermes obeuntis,-0.19626168224299065,['ATP6'],-0.5660377358490566,52
915,Amitermes obeuntis,-0.08396946564885496,['COX3'],-0.41414141414141414,91
916,Amitermes obeuntis,-0.2222222222222222,['ND3'],-0.5862068965517241,30
917,Amitermes obeuntis,-0.6697247706422018,['ND5'],-0.0358814352574103,-150
918,Amitermes obeuntis,-0.6291866028708134,['ND4'],0.09448818897637795,-130
919,Amitermes obeuntis,-0.7348066298342542,['ND4L'],-0.0297029702970297,-16
